event,key,backend,optimization_mode,name,payload,repository,modelPath,status,response,url,llamacppModelPath,args,path,run_id
endpoint_create_response,,,,llama-cpp-base-20260429t230230z-black-box-vllm-sgl,,,,200,"{'name': 'llama-cpp-base-20260429t230230z-black-box-vllm-sgl', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'unsloth/Llama-3.2-3B-Instruct-GGUF', 'revision': 'e7d0997e49c9cb00d88b4c1a6a16aa894b0bbc31', 'task': 'text-generation', 'framework': 'llamacpp', 'image': {'llamacpp': {'healthRoute': '/health', 'port': 8080, 'url': 'ghcr.io/ggml-org/llama.cpp:server-cuda', 'modelPath': 'Llama-3.2-3B-Instruct-Q4_K_M.gguf', 'ctxSize': 8096, 'nParallel': 1, 'threadsHttp': 64, 'nGpuLayers': 9999}}, 'secrets': {'HF_TOKEN': None}, 'env': {}}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.661Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.661Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://q84vkl43s0d6hxkl.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_response,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,200,"{'name': 'sglang-spec-20260429t230230z-black-box-vllm-sglang', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'meta-llama/Llama-3.2-3B-Instruct', 'revision': '0cb88a4f764b7a12671c53f0838cd831a0843b95', 'task': 'text-generation', 'framework': 'pytorch', 'image': {'sGLang': {'healthRoute': '/health', 'port': 30000, 'url': 'lmsysorg/sglang:v0.5.8', 'tensorParallelSize': 1}}, 'secrets': {'HF_TOKEN': None}, 'env': {}, 'args': ['--trust-remote-code', '--mem-fraction-static', '0.90', '--max-total-tokens', '8096', '--speculative-algorithm', 'STANDALONE', '--speculative-draft-model-path', 'meta-llama/Llama-3.2-1B-Instruct', '--speculative-eagle-topk', '1', '--speculative-num-steps', '5']}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.661Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.661Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_response,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,200,"{'name': 'vllm-kvq-20260429t230230z-black-box-vllm-sglang', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'meta-llama/Llama-3.2-3B-Instruct', 'revision': '0cb88a4f764b7a12671c53f0838cd831a0843b95', 'task': 'text-generation', 'framework': 'pytorch', 'image': {'vLLM': {'healthRoute': '/health', 'port': 8000, 'url': 'vllm/vllm-openai:v0.16.0', 'tensorParallelSize': 1}}, 'secrets': {'HF_TOKEN': None}, 'env': {}, 'args': ['--gpu-memory-utilization', '0.90', '--max-model-len', '8096', '--kv-cache-dtype', 'fp8']}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.663Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.663Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_response,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,200,"{'name': 'vllm-spec-20260429t230230z-black-box-vllm-sglang', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'meta-llama/Llama-3.2-3B-Instruct', 'revision': '0cb88a4f764b7a12671c53f0838cd831a0843b95', 'task': 'text-generation', 'framework': 'pytorch', 'image': {'vLLM': {'healthRoute': '/health', 'port': 8000, 'url': 'vllm/vllm-openai:v0.16.0', 'tensorParallelSize': 1}}, 'secrets': {'HF_TOKEN': None}, 'env': {}, 'args': ['--gpu-memory-utilization', '0.90', '--max-model-len', '8096', '--speculative_config', '{""method"":""draft_model"",""num_speculative_tokens"":5,""model"":""meta-llama/Llama-3.2-1B-Instruct""}']}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.660Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.660Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_response,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,200,"{'name': 'vllm-base-20260429t230230z-black-box-vllm-sglang', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'meta-llama/Llama-3.2-3B-Instruct', 'revision': '0cb88a4f764b7a12671c53f0838cd831a0843b95', 'task': 'text-generation', 'framework': 'pytorch', 'image': {'vLLM': {'healthRoute': '/health', 'port': 8000, 'url': 'vllm/vllm-openai:v0.16.0', 'tensorParallelSize': 1}}, 'secrets': {'HF_TOKEN': None}, 'env': {}, 'args': ['--gpu-memory-utilization', '0.90', '--max-model-len', '8096']}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.662Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.662Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_response,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,200,"{'name': 'sglang-base-20260429t230230z-black-box-vllm-sglang', 'type': 'private', 'provider': {'vendor': 'aws', 'region': 'us-east-1'}, 'compute': {'id': 'aws-us-east-1-nvidia-l4-x1', 'accelerator': 'gpu', 'instanceType': 'nvidia-l4', 'instanceSize': 'x1', 'scaling': {'minReplica': 0, 'maxReplica': 1, 'scaleToZeroTimeout': 60, 'metric': 'hardwareUsage', 'measure': {'hardwareUsage': 80.0}, 'threshold': 80.0}}, 'experimentalFeatures': {'cacheHttpResponses': False, 'loadBalancer': None, 'kvRouter': None, 'mcpLb': None, 'privileged': None, 'kgateway': None, 'skipRepoDownload': None, 'priorityClass': None, 'failureStrategy': None}, 'notifications': {'email': True, 'push': True}, 'model': {'repository': 'meta-llama/Llama-3.2-3B-Instruct', 'revision': '0cb88a4f764b7a12671c53f0838cd831a0843b95', 'task': 'text-generation', 'framework': 'pytorch', 'image': {'sGLang': {'healthRoute': '/health', 'port': 30000, 'url': 'lmsysorg/sglang:v0.5.8', 'tensorParallelSize': 1}}, 'secrets': {'HF_TOKEN': None}, 'env': {}, 'args': ['--trust-remote-code', '--mem-fraction-static', '0.90', '--max-total-tokens', '8096']}, 'healthRoute': '/health', 'status': {'createdAt': '2026-04-29T23:02:32.672Z', 'createdBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'updatedAt': '2026-04-29T23:02:32.672Z', 'updatedBy': {'id': '69cd548d53e9b1c57cf47fb2', 'name': 'psaokar'}, 'state': 'pending', 'message': 'Endpoint waiting to be scheduled', 'url': 'https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud', 'readyReplica': 0, 'targetReplica': 1}, 'tags': []}",,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-kvq-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://ckna60iqt6tz0omt.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,llama-cpp-base-20260429t230230z-black-box-vllm-sgl,,,,pending,,https://q84vkl43s0d6hxkl.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,pending,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,llama-cpp-base-20260429t230230z-black-box-vllm-sgl,,,,running,,https://q84vkl43s0d6hxkl.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_create_ready,llama_cpp:baseline,llama_cpp,baseline,llama-cpp-base-20260429t230230z-black-box-vllm-sgl,,unsloth/Llama-3.2-3B-Instruct-GGUF,,,,,Llama-3.2-3B-Instruct-Q4_K_M.gguf,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://ckna60iqt6tz0omt.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://zozdw7dkbr2u5y07.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://d8brlq72hjjek3kx.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-kvq-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://ckna60iqt6tz0omt.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,vllm-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://sukp4n20jvfz7v3t.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-base-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://l4kuvew6kuno6zn9.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
endpoint_poll,,,,sglang-spec-20260429t230230z-black-box-vllm-sglang,,,,initializing,,https://uch505vdayg7va16.us-east-1.aws.endpoints.huggingface.cloud,,,,20260429T230230Z_black_box_vllm_sglang
